Assay_Type	AvgSpotLen	BioSample	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	LibrarySource	Library_Name	MBases	MBytes	Organism	Run	SRA_Sample	Sample_Name	individual	sex	tissue	BioProject	BioSampleModel	Center_Name	Consent	InsertSize	Instrument	LibraryLayout	LibrarySelection	LoadDate	Platform	ReleaseDate	SRA_Study	age	breed	cultivar	dev_stage	ecotype	isolate	strain
WGS	300	SAMN11245702	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575740	GENOMIC	113	5289	2288	Micropoecilia picta	SRR8785823	SRS4537868	P.pic._3M_H	10	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245702	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575738	GENOMIC	119	5430	2275	Micropoecilia picta	SRR8785825	SRS4537868	P.pic._3M_H	10	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245702	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575737	GENOMIC	118	5417	2211	Micropoecilia picta	SRR8785826	SRS4537868	P.pic._3M_H	10	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245702	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575736	GENOMIC	117	5421	2191	Micropoecilia picta	SRR8785827	SRS4537868	P.pic._3M_H	10	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245702	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575735	GENOMIC	116	5423	2197	Micropoecilia picta	SRR8785828	SRS4537868	P.pic._3M_H	10	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245702	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575733	GENOMIC	121	5420	2232	Micropoecilia picta	SRR8785830	SRS4537868	P.pic._3M_H	10	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245702	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575732	GENOMIC	120	5411	2232	Micropoecilia picta	SRR8785831	SRS4537868	P.pic._3M_H	10	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245702	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575609	GENOMIC	183	4621	2252	Micropoecilia picta	SRR8785954	SRS4537868	P.pic._3M_H	10	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245702	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575598	GENOMIC	126	5384	2243	Micropoecilia picta	SRR8785965	SRS4537868	P.pic._3M_H	10	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245702	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575597	GENOMIC	127	5405	2235	Micropoecilia picta	SRR8785966	SRS4537868	P.pic._3M_H	10	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245702	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575596	GENOMIC	124	5364	2240	Micropoecilia picta	SRR8785967	SRS4537868	P.pic._3M_H	10	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245702	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575595	GENOMIC	125	5373	2244	Micropoecilia picta	SRR8785968	SRS4537868	P.pic._3M_H	10	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245702	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575594	GENOMIC	122	5411	2218	Micropoecilia picta	SRR8785969	SRS4537868	P.pic._3M_H	10	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245702	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575593	GENOMIC	123	5409	2222	Micropoecilia picta	SRR8785970	SRS4537868	P.pic._3M_H	10	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245699	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575530	GENOMIC	164	3874	1736	Micropoecilia picta	SRR8785500	SRS4537883	P.pic._1F_H	7	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245699	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575528	GENOMIC	162	5018	2424	Micropoecilia picta	SRR8785502	SRS4537883	P.pic._1F_H	7	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245699	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575527	GENOMIC	163	4818	2260	Micropoecilia picta	SRR8785503	SRS4537883	P.pic._1F_H	7	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245699	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575520	GENOMIC	75	4161	1730	Micropoecilia picta	SRR8785510	SRS4537883	P.pic._1F_H	7	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245699	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575761	GENOMIC	82	4163	1734	Micropoecilia picta	SRR8785802	SRS4537883	P.pic._1F_H	7	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245699	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575727	GENOMIC	74	4172	1761	Micropoecilia picta	SRR8785836	SRS4537883	P.pic._1F_H	7	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245699	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575726	GENOMIC	73	4182	1725	Micropoecilia picta	SRR8785837	SRS4537883	P.pic._1F_H	7	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245699	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575725	GENOMIC	72	4202	1715	Micropoecilia picta	SRR8785838	SRS4537883	P.pic._1F_H	7	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245699	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575724	GENOMIC	79	4128	1737	Micropoecilia picta	SRR8785839	SRS4537883	P.pic._1F_H	7	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245699	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575723	GENOMIC	78	4186	1732	Micropoecilia picta	SRR8785840	SRS4537883	P.pic._1F_H	7	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245699	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575722	GENOMIC	77	4183	1727	Micropoecilia picta	SRR8785841	SRS4537883	P.pic._1F_H	7	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245699	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575721	GENOMIC	76	4169	1730	Micropoecilia picta	SRR8785842	SRS4537883	P.pic._1F_H	7	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245699	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575720	GENOMIC	81	4139	1737	Micropoecilia picta	SRR8785843	SRS4537883	P.pic._1F_H	7	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245699	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575719	GENOMIC	80	4128	1737	Micropoecilia picta	SRR8785844	SRS4537883	P.pic._1F_H	7	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245699	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575683	GENOMIC	159	5041	2545	Micropoecilia picta	SRR8785880	SRS4537883	P.pic._1F_H	7	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245699	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575682	GENOMIC	158	5074	2508	Micropoecilia picta	SRR8785881	SRS4537883	P.pic._1F_H	7	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245699	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575669	GENOMIC	161	5040	2434	Micropoecilia picta	SRR8785894	SRS4537883	P.pic._1F_H	7	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245699	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575668	GENOMIC	160	5055	2422	Micropoecilia picta	SRR8785895	SRS4537883	P.pic._1F_H	7	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245699	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575582	GENOMIC	70	4155	1694	Micropoecilia picta	SRR8785981	SRS4537883	P.pic._1F_H	7	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245699	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575581	GENOMIC	71	4188	1713	Micropoecilia picta	SRR8785982	SRS4537883	P.pic._1F_H	7	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245699	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575578	GENOMIC	68	4067	1776	Micropoecilia picta	SRR8785985	SRS4537883	P.pic._1F_H	7	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245699	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575577	GENOMIC	69	4182	1704	Micropoecilia picta	SRR8785986	SRS4537883	P.pic._1F_H	7	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245717	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575336	TRANSCRIPTOMIC	358	2773	1083	Poecilia latipinna	SRR8785694	SRS4537857	P.lat._1F_T	13	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245717	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575335	TRANSCRIPTOMIC	357	805	316	Poecilia latipinna	SRR8785695	SRS4537857	P.lat._1F_T	13	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245717	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575334	TRANSCRIPTOMIC	360	1950	774	Poecilia latipinna	SRR8785696	SRS4537857	P.lat._1F_T	13	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245717	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575333	TRANSCRIPTOMIC	359	1759	734	Poecilia latipinna	SRR8785697	SRS4537857	P.lat._1F_T	13	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245718	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575342	TRANSCRIPTOMIC	362	1066	414	Poecilia latipinna	SRR8785688	SRS4537859	P.lat._2F_T	14	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245718	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575341	TRANSCRIPTOMIC	361	1646	642	Poecilia latipinna	SRR8785689	SRS4537859	P.lat._2F_T	14	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245718	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575788	TRANSCRIPTOMIC	363	1267	522	Poecilia latipinna	SRR8785775	SRS4537859	P.lat._2F_T	14	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245718	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575787	TRANSCRIPTOMIC	364	1406	552	Poecilia latipinna	SRR8785776	SRS4537859	P.lat._2F_T	14	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245721	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575625	TRANSCRIPTOMIC	376	1390	549	Poecilia latipinna	SRR8785938	SRS4537887	P.lat._4M_T	17	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245721	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575624	TRANSCRIPTOMIC	375	1249	518	Poecilia latipinna	SRR8785939	SRS4537887	P.lat._4M_T	17	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245721	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575623	TRANSCRIPTOMIC	374	1056	413	Poecilia latipinna	SRR8785940	SRS4537887	P.lat._4M_T	17	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245721	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575622	TRANSCRIPTOMIC	373	1602	627	Poecilia latipinna	SRR8785941	SRS4537887	P.lat._4M_T	17	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245722	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575629	TRANSCRIPTOMIC	380	2055	821	Poecilia latipinna	SRR8785934	SRS4537888	P.lat._7M_T	18	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245722	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575628	TRANSCRIPTOMIC	379	1830	768	Poecilia latipinna	SRR8785935	SRS4537888	P.lat._7M_T	18	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245722	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575627	TRANSCRIPTOMIC	378	3018	1188	Poecilia latipinna	SRR8785936	SRS4537888	P.lat._7M_T	18	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245722	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575626	TRANSCRIPTOMIC	377	739	292	Poecilia latipinna	SRR8785937	SRS4537888	P.lat._7M_T	18	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245720	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575782	TRANSCRIPTOMIC	369	1597	629	Poecilia latipinna	SRR8785781	SRS4537894	P.lat._3M_T	16	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245720	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575781	TRANSCRIPTOMIC	370	1059	416	Poecilia latipinna	SRR8785782	SRS4537894	P.lat._3M_T	16	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245720	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575780	TRANSCRIPTOMIC	371	1232	515	Poecilia latipinna	SRR8785783	SRS4537894	P.lat._3M_T	16	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245720	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575779	TRANSCRIPTOMIC	372	1380	549	Poecilia latipinna	SRR8785784	SRS4537894	P.lat._3M_T	16	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245719	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575786	TRANSCRIPTOMIC	365	1402	550	Poecilia latipinna	SRR8785777	SRS4537895	P.lat._6F_T	15	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245719	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575785	TRANSCRIPTOMIC	366	1251	488	Poecilia latipinna	SRR8785778	SRS4537895	P.lat._6F_T	15	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245719	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575784	TRANSCRIPTOMIC	367	1234	513	Poecilia latipinna	SRR8785779	SRS4537895	P.lat._6F_T	15	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245719	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575783	TRANSCRIPTOMIC	368	1396	552	Poecilia latipinna	SRR8785780	SRS4537895	P.lat._6F_T	15	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245713	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575849	GENOMIC	332	3427	1675	Poecilia latipinna	SRR8785482	SRS4537851	P.lat._6F_H	15	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
